departure_city,start_date,duration_days,num_people,budget_per_person_inr,preferred_pace,accommodation_style,interests,destination
Bangalore,2026-08-08,2,3,11435,Action-Packed,Private Apartments,Shopping,Ooty
Pune,2024-06-22,5,2,26277,Balanced,Mid-range Hotels,Shopping,Ooty
Bangalore,2024-01-16,9,5,44638,Relaxed,Private Apartments,Culture,Singapore
Kochi,2024-08-19,4,2,20961,Balanced,Private Apartments,Relaxation,Istanbul
Mumbai,2024-12-10,7,3,34930,Balanced,Mid-range Hotels,Culture,Istanbul
Jaipur,2026-06-23,8,6,44221,Balanced,Mid-range Hotels,Spiritual,Da Nang
Bangalore,2026-12-11,10,1,42457,Relaxed,Mid-range Hotels,Shopping|Culture,Singapore
Delhi,2026-03-31,10,3,22002,Balanced,Mid-range Hotels,Adventure,Rishikesh
Jaipur,2026-04-14,5,2,11905,Balanced,Budget,Beach,Goa
Bangalore,2024-07-19,10,2,53933,Relaxed,Private Apartments,Beach,Varanasi
Jaipur,2025-09-16,3,1,12578,Action-Packed,Mid-range Hotels,Nature,Maldives
Kochi,2026-05-01,2,6,10748,Balanced,Private Apartments,Culture,Colombo
Chennai,2025-04-29,3,2,12138,Action-Packed,Private Apartments,Beach|Adventure,Maldives
Mumbai,2024-11-23,9,2,19800,Relaxed,Budget,Nature,Shimla
Delhi,2024-03-07,3,2,13269,Action-Packed,Private Apartments,Food|Nature,Singapore
Jaipur,2026-02-01,6,4,17835,Action-Packed,Mid-range Hotels,Nature,Manali
Ahmedabad,2026-01-24,6,2,21334,Relaxed,Mid-range Hotels,Trekking,Manali
Ahmedabad,2025-08-02,4,2,16295,Balanced,Mid-range Hotels,Adventure,Istanbul
Mumbai,2026-06-21,5,4,25840,Balanced,Mid-range Hotels,Nightlife,Singapore
Hyderabad,2026-03-01,8,4,47178,Balanced,Mid-range Hotels,Trekking|Adventure,Ladakh
Kochi,2024-02-29,8,2,25386,Balanced,Mid-range Hotels,Nature,Manali
Hyderabad,2025-11-28,10,2,52081,Relaxed,Luxury Hotels,Food,Coorg
Ahmedabad,2025-09-15,9,6,42205,Relaxed,Luxury Hotels,Culture,Dubai
Pune,2024-08-19,8,2,32081,Balanced,Luxury Hotels,Shopping,Langkawi
Ahmedabad,2026-11-23,4,2,12660,Relaxed,Budget,Nature|Trekking,Manali
Hyderabad,2026-09-07,3,1,7905,Balanced,Budget,Spiritual|Nature,Varanasi
Kochi,2026-12-07,5,1,6300,Balanced,Budget,Adventure|Yoga,Rishikesh
Ahmedabad,2024-05-30,2,2,8718,Action-Packed,Mid-range Hotels,Adventure,Singapore
Ahmedabad,2026-01-29,7,2,34592,Relaxed,Luxury Hotels,Nature,Da Nang
Chennai,2026-03-12,6,4,27511,Balanced,Luxury Hotels,Spiritual,Singapore
Mumbai,2025-06-13,5,2,40745,Relaxed,Luxury Hotels,Beach,Bali
Pune,2024-10-16,6,3,28008,Balanced,Mid-range Hotels,Wildlife|Relaxation,Varanasi
Bangalore,2026-12-06,4,2,18353,Balanced,Mid-range Hotels,Relaxation,Istanbul
Kolkata,2026-02-21,5,4,10580,Balanced,Mid-range Hotels,Nature,Shimla
Chennai,2025-03-12,8,2,40042,Balanced,Luxury Hotels,Shopping|Wildlife,Coorg
Hyderabad,2024-08-22,8,2,36906,Balanced,Luxury Hotels,Culture|Food,Istanbul
Kolkata,2026-03-04,8,2,41509,Relaxed,Mid-range Hotels,Nightlife,Dubai
Delhi,2025-10-28,2,4,4077,Action-Packed,Budget,Relaxation,Bali
Chennai,2024-04-16,10,3,53476,Balanced,Private Apartments,Nature|Adventure,Pokhara
Jaipur,2026-05-16,6,2,20942,Action-Packed,Mid-range Hotels,Spiritual,Singapore
Pune,2024-05-23,6,6,15907,Action-Packed,Private Apartments,Food,Goa
Delhi,2024-01-26,2,3,8769,Action-Packed,Budget,Culture|Heritage,Jaipur
Hyderabad,2025-02-11,4,1,7335,Relaxed,Budget,Adventure,Rishikesh
Kolkata,2026-11-25,4,1,11267,Balanced,Mid-range Hotels,Culture|Heritage,Jaipur
Kochi,2026-04-08,5,3,12370,Balanced,Private Apartments,Spiritual,Rishikesh
Mumbai,2026-12-12,6,3,29118,Relaxed,Luxury Hotels,Adventure|Nature,Ladakh
Hyderabad,2026-03-07,5,2,28883,Balanced,Mid-range Hotels,Adventure|Nature,Colombo
Ahmedabad,2026-10-02,3,3,7262,Action-Packed,Private Apartments,Adventure,Rishikesh
Kochi,2026-09-14,4,2,19381,Balanced,Budget,Wildlife,Pokhara
Hyderabad,2024-02-06,10,2,50397,Balanced,Mid-range Hotels,Beach,Singapore
Delhi,2026-12-10,10,2,48151,Balanced,Private Apartments,Shopping|Wildlife,Phuket
Ahmedabad,2026-05-29,9,2,18713,Balanced,Mid-range Hotels,Culture,Shimla
Pune,2026-02-07,10,1,48271,Relaxed,Private Apartments,Nature,Andaman & Nicobar Islands
Mumbai,2025-04-12,3,4,13603,Action-Packed,Mid-range Hotels,Adventure,Dubai
Ahmedabad,2026-12-28,5,2,10381,Balanced,Mid-range Hotels,Spiritual|Adventure,Rishikesh
Ahmedabad,2025-02-14,5,1,41207,Balanced,Luxury Hotels,Relaxation,Bali
Pune,2025-08-05,9,1,40509,Relaxed,Private Apartments,Food|Relaxation,Maldives
Delhi,2024-07-22,6,2,25609,Relaxed,Mid-range Hotels,Culture|Spiritual,Maldives
Delhi,2025-02-27,4,2,7492,Action-Packed,Budget,Culture,Shimla
Kolkata,2025-04-16,5,2,10139,Relaxed,Budget,Culture,Jaipur
Ahmedabad,2024-09-22,2,3,1500,Action-Packed,Budget,Shopping,Jaipur
Chennai,2025-02-19,10,3,49476,Balanced,Private Apartments,Beach,Singapore
Bangalore,2024-05-19,10,2,48273,Balanced,Mid-range Hotels,Culture,Maldives
Mumbai,2026-11-25,5,4,9440,Balanced,Mid-range Hotels,Yoga,Rishikesh
Ahmedabad,2025-10-02,2,2,1551,Action-Packed,Budget,Shopping,Colombo
Delhi,2025-04-07,4,6,6662,Balanced,Budget,Adventure,Rishikesh
Hyderabad,2026-04-08,3,3,16633,Action-Packed,Mid-range Hotels,Nightlife|Relaxation,Coorg
Kolkata,2025-05-08,2,2,7785,Balanced,Private Apartments,Wildlife,Langkawi
Delhi,2026-11-09,7,5,37150,Balanced,Mid-range Hotels,Shopping,Varanasi
Kolkata,2024-06-16,6,3,19701,Relaxed,Budget,Culture|Heritage,Jaipur
Jaipur,2026-12-14,9,2,48276,Balanced,Mid-range Hotels,Food,Ooty
Ahmedabad,2025-03-27,2,2,11254,Balanced,Mid-range Hotels,Relaxation,Coorg
Jaipur,2025-08-10,10,3,48822,Relaxed,Luxury Hotels,Food|Spiritual,Da Nang
Delhi,2025-10-17,10,5,49351,Relaxed,Luxury Hotels,Nature|Spiritual,Andaman & Nicobar Islands
Ahmedabad,2025-11-10,5,4,30909,Balanced,Luxury Hotels,Nature|Food,Pokhara
Jaipur,2026-11-07,4,3,21875,Action-Packed,Mid-range Hotels,Culture,Dubai
Jaipur,2026-06-14,7,4,29805,Balanced,Luxury Hotels,Relaxation,Varanasi
Hyderabad,2026-07-31,7,1,20030,Balanced,Mid-range Hotels,Shopping,Jaipur
Ahmedabad,2026-09-14,10,2,54982,Relaxed,Luxury Hotels,Adventure|Food,Pokhara
Chennai,2026-07-28,5,5,22053,Action-Packed,Private Apartments,Spiritual,Maldives
Kolkata,2026-08-19,5,2,10768,Balanced,Mid-range Hotels,Adventure,Rishikesh
Delhi,2024-05-10,3,5,26075,Action-Packed,Mid-range Hotels,Relaxation|Culture,Bali
Kolkata,2025-06-26,6,2,17590,Relaxed,Mid-range Hotels,Nature,Manali
Pune,2026-04-13,7,1,33396,Action-Packed,Mid-range Hotels,Wildlife,Istanbul
Hyderabad,2025-07-21,5,5,16007,Balanced,Mid-range Hotels,Adventure,Manali
Pune,2025-04-06,10,2,49715,Balanced,Luxury Hotels,Beach,Singapore
Jaipur,2025-06-30,3,5,13574,Balanced,Budget,Adventure|Food,Pokhara
Hyderabad,2026-01-19,6,3,14274,Balanced,Mid-range Hotels,Heritage,Jaipur
Ahmedabad,2024-05-30,5,6,18731,Relaxed,Private Apartments,Nature,Manali
Mumbai,2026-05-08,7,3,29771,Action-Packed,Mid-range Hotels,Nature,Varanasi
Jaipur,2025-07-04,7,2,16900,Relaxed,Private Apartments,Yoga|Adventure,Rishikesh
Delhi,2026-09-20,9,3,48865,Balanced,Private Apartments,Beach,Phuket
Kolkata,2026-02-02,5,5,35812,Balanced,Mid-range Hotels,Culture,Bali
Mumbai,2026-02-28,9,1,32636,Relaxed,Luxury Hotels,Trekking|Adventure,Ladakh
Delhi,2026-06-17,7,2,32742,Balanced,Luxury Hotels,Nightlife|Shopping,Varanasi
Chennai,2025-01-02,5,2,30990,Balanced,Luxury Hotels,Food,Coorg
Kolkata,2025-08-09,6,2,30003,Balanced,Mid-range Hotels,Trekking|Nature,Ladakh
Chennai,2026-08-29,4,1,21968,Relaxed,Budget,Relaxation,Singapore
Bangalore,2026-01-01,4,4,20573,Balanced,Private Apartments,Nature,Langkawi
Mumbai,2026-01-03,5,2,25903,Action-Packed,Luxury Hotels,Nature|Adventure,Ladakh
Ahmedabad,2024-08-30,4,2,14547,Balanced,Budget,Adventure,Dubai
Jaipur,2025-07-21,6,2,32882,Balanced,Luxury Hotels,Nightlife|Culture,Andaman & Nicobar Islands
Mumbai,2024-04-07,4,3,23886,Action-Packed,Mid-range Hotels,Nature,Ladakh
Kolkata,2025-09-03,2,2,3258,Action-Packed,Budget,Beach|Nightlife,Goa
Pune,2024-01-12,2,3,10096,Action-Packed,Mid-range Hotels,Beach|Relaxation,Ooty
Mumbai,2025-02-04,8,3,39006,Relaxed,Mid-range Hotels,Spiritual,Varanasi
Delhi,2026-05-27,8,3,37731,Relaxed,Private Apartments,Adventure,Singapore
Chennai,2025-03-10,5,1,17024,Balanced,Mid-range Hotels,Nightlife,Andaman & Nicobar Islands
Bangalore,2024-04-06,4,2,27634,Balanced,Private Apartments,Relaxation|Beach,Bali
Chennai,2024-08-10,9,4,47013,Balanced,Mid-range Hotels,Nature|Spiritual,Phuket
Hyderabad,2026-03-25,7,3,22027,Balanced,Mid-range Hotels,Adventure|Nature,Manali
Delhi,2025-09-05,2,3,4785,Action-Packed,Budget,Food,Ooty
Pune,2025-04-26,3,3,8647,Balanced,Budget,Relaxation,Shimla
Bangalore,2026-04-13,2,3,1500,Action-Packed,Budget,Food|Relaxation,Phuket
Mumbai,2026-08-09,2,4,4811,Action-Packed,Budget,Beach|Nightlife,Goa
Delhi,2024-11-17,2,3,12956,Balanced,Private Apartments,Food,Maldives
Delhi,2026-08-29,6,3,27213,Balanced,Mid-range Hotels,Nightlife,Coorg
Mumbai,2025-03-14,10,4,45832,Balanced,Mid-range Hotels,Adventure,Langkawi
Chennai,2026-07-23,3,5,15322,Balanced,Private Apartments,Beach|Spiritual,Dubai
Kochi,2025-01-20,6,4,27220,Balanced,Luxury Hotels,Relaxation,Maldives
Hyderabad,2024-10-07,8,4,33746,Relaxed,Private Apartments,Food,Maldives
Ahmedabad,2024-09-24,10,6,51920,Relaxed,Luxury Hotels,Relaxation,Varanasi
Kochi,2026-05-18,5,1,10342,Balanced,Mid-range Hotels,Food|Nightlife,Goa
Ahmedabad,2024-03-14,4,5,23280,Balanced,Mid-range Hotels,Nature|Trekking,Ladakh
Kochi,2024-07-03,8,3,22484,Balanced,Budget,Culture,Shimla
Ahmedabad,2026-05-15,8,5,38675,Relaxed,Luxury Hotels,Nature|Relaxation,Dubai
Ahmedabad,2024-12-03,3,2,16042,Action-Packed,Private Apartments,Nature,Istanbul
Kochi,2026-05-28,8,5,37892,Balanced,Luxury Hotels,Nightlife,Maldives
Hyderabad,2025-08-27,6,6,45463,Relaxed,Mid-range Hotels,Beach,Bali
Kolkata,2025-03-22,7,2,33386,Balanced,Luxury Hotels,Spiritual,Pokhara
Ahmedabad,2025-04-10,6,2,26019,Balanced,Mid-range Hotels,Spiritual|Adventure,Pokhara
Jaipur,2024-09-26,8,2,44210,Balanced,Mid-range Hotels,Wildlife|Beach,Langkawi
Pune,2026-08-19,6,2,39254,Balanced,Private Apartments,Beach,Bali
Pune,2024-05-06,5,2,27018,Balanced,Luxury Hotels,Nightlife|Spiritual,Maldives
Hyderabad,2026-05-27,3,5,13433,Action-Packed,Private Apartments,Beach|Adventure,Pokhara
Delhi,2024-12-01,4,2,10942,Relaxed,Budget,Culture|Heritage,Jaipur
Chennai,2025-01-07,5,5,33011,Action-Packed,Luxury Hotels,Culture|Relaxation,Bali
Bangalore,2026-03-21,6,3,24215,Action-Packed,Budget,Food|Nightlife,Phuket
Hyderabad,2026-01-22,7,2,13641,Balanced,Budget,Yoga|Adventure,Rishikesh
Bangalore,2026-07-25,4,2,24614,Balanced,Mid-range Hotels,Wildlife,Langkawi
Pune,2026-07-15,3,2,13410,Balanced,Mid-range Hotels,Nightlife,Colombo
Jaipur,2025-12-23,5,1,41159,Relaxed,Mid-range Hotels,Beach,Bali
Kochi,2026-07-29,6,2,17196,Balanced,Budget,Adventure,Manali
Chennai,2024-11-07,7,4,30850,Balanced,Private Apartments,Trekking,Ladakh
Bangalore,2025-03-27,10,4,50724,Relaxed,Mid-range Hotels,Culture,Colombo
Chennai,2024-11-11,10,1,52373,Balanced,Mid-range Hotels,Nightlife|Shopping,Coorg
Ahmedabad,2024-11-12,7,3,20725,Balanced,Mid-range Hotels,Trekking|Nature,Manali
Kolkata,2026-04-16,5,2,20508,Balanced,Private Apartments,Nature,Dubai
Hyderabad,2024-12-10,4,1,11209,Relaxed,Mid-range Hotels,Trekking|Adventure,Manali
Kochi,2025-04-25,4,4,21156,Action-Packed,Mid-range Hotels,Nature|Trekking,Ladakh
Delhi,2024-03-17,3,3,6601,Action-Packed,Budget,Nightlife,Goa
Jaipur,2026-05-10,7,3,44363,Action-Packed,Mid-range Hotels,Beach,Bali
Pune,2025-11-09,6,2,29060,Balanced,Mid-range Hotels,Wildlife,Coorg
Jaipur,2025-07-17,2,1,11369,Action-Packed,Mid-range Hotels,Nature|Food,Varanasi
Hyderabad,2026-07-17,8,3,19353,Relaxed,Mid-range Hotels,Relaxation,Shimla
Delhi,2025-11-22,4,3,11648,Balanced,Budget,Food,Goa
Jaipur,2025-09-09,5,2,26926,Balanced,Mid-range Hotels,Relaxation|Spiritual,Singapore
Jaipur,2025-09-05,5,2,11089,Relaxed,Private Apartments,Spiritual|Yoga,Rishikesh
Bangalore,2025-03-08,3,2,5128,Action-Packed,Private Apartments,Culture|Shopping,Jaipur
Jaipur,2026-11-26,8,1,21533,Balanced,Private Apartments,Nature,Manali
Chennai,2025-06-17,3,4,11147,Action-Packed,Mid-range Hotels,Culture,Jaipur
Hyderabad,2024-04-18,6,5,19008,Balanced,Mid-range Hotels,Nature|Trekking,Manali
Chennai,2025-04-17,7,1,15126,Balanced,Private Apartments,Nightlife|Food,Goa
Kochi,2026-03-26,5,4,12128,Balanced,Mid-range Hotels,Culture|Shopping,Jaipur
Hyderabad,2026-04-18,3,3,8307,Action-Packed,Mid-range Hotels,Food,Colombo
Chennai,2025-10-26,3,2,11426,Balanced,Budget,Nightlife|Spiritual,Dubai
Mumbai,2024-06-03,4,5,21106,Action-Packed,Private Apartments,Shopping|Nature,Singapore
Jaipur,2026-01-29,5,3,26004,Action-Packed,Mid-range Hotels,Spiritual,Coorg
Kochi,2026-01-12,7,3,39824,Relaxed,Mid-range Hotels,Adventure,Varanasi
Jaipur,2024-09-05,7,2,12541,Balanced,Mid-range Hotels,Spiritual|Yoga,Rishikesh
Hyderabad,2025-10-18,7,5,38952,Balanced,Mid-range Hotels,Relaxation,Singapore
Ahmedabad,2024-09-13,5,1,11377,Balanced,Mid-range Hotels,Adventure|Nature,Manali
Kolkata,2025-12-13,8,2,36005,Balanced,Mid-range Hotels,Spiritual,Da Nang
Hyderabad,2024-10-18,4,4,21240,Balanced,Private Apartments,Wildlife|Relaxation,Pokhara
Hyderabad,2026-11-12,7,4,35296,Action-Packed,Mid-range Hotels,Nightlife,Varanasi
Bangalore,2024-06-09,5,3,34567,Balanced,Private Apartments,Relaxation,Ooty
Hyderabad,2026-04-01,4,2,20114,Balanced,Budget,Culture,Da Nang
Bangalore,2025-03-01,3,2,7242,Action-Packed,Private Apartments,Culture,Shimla
Bangalore,2024-04-30,3,2,16228,Action-Packed,Mid-range Hotels,Relaxation,Bali
Kochi,2025-07-01,10,5,50633,Relaxed,Mid-range Hotels,Relaxation,Varanasi
Hyderabad,2026-01-07,5,2,8525,Relaxed,Private Apartments,Culture,Shimla
Pune,2024-02-03,5,3,12665,Action-Packed,Private Apartments,Nightlife,Goa
Mumbai,2024-08-16,4,2,19908,Balanced,Mid-range Hotels,Spiritual,Pokhara
Mumbai,2025-04-07,4,2,16415,Balanced,Private Apartments,Food,Da Nang
Delhi,2025-01-12,9,1,48532,Relaxed,Luxury Hotels,Beach,Dubai
Bangalore,2026-04-14,3,1,10160,Action-Packed,Budget,Culture|Relaxation,Shimla
Chennai,2026-01-25,4,5,7728,Balanced,Private Apartments,Nature,Shimla
Kochi,2024-06-08,8,2,38147,Relaxed,Mid-range Hotels,Culture|Spiritual,Da Nang
Hyderabad,2026-06-19,7,3,37223,Action-Packed,Mid-range Hotels,Spiritual,Phuket
Pune,2025-07-12,7,2,14585,Action-Packed,Budget,Spiritual,Rishikesh
Pune,2026-07-19,10,2,50183,Relaxed,Mid-range Hotels,Culture,Da Nang
Chennai,2025-10-02,4,2,22476,Relaxed,Private Apartments,Nature|Adventure,Ladakh
Hyderabad,2026-07-16,5,2,11046,Action-Packed,Private Apartments,Nightlife,Goa
Pune,2024-11-17,4,3,20937,Balanced,Private Apartments,Spiritual,Dubai
Ahmedabad,2024-12-19,10,2,50122,Balanced,Luxury Hotels,Nightlife,Maldives
Chennai,2026-10-03,5,5,17318,Balanced,Budget,Spiritual,Varanasi
Ahmedabad,2025-11-25,10,4,54948,Balanced,Mid-range Hotels,Culture|Wildlife,Varanasi
Jaipur,2024-04-03,6,1,28430,Balanced,Luxury Hotels,Relaxation,Pokhara
Ahmedabad,2025-01-30,4,3,8994,Balanced,Mid-range Hotels,Beach,Goa
Kochi,2025-02-10,8,2,49697,Balanced,Mid-range Hotels,Adventure,Varanasi
Delhi,2026-03-18,8,2,46748,Balanced,Mid-range Hotels,Nightlife,Dubai
Chennai,2024-08-18,8,2,44298,Balanced,Mid-range Hotels,Adventure,Colombo
Jaipur,2024-05-28,3,2,16560,Balanced,Private Apartments,Adventure,Maldives
Pune,2025-10-14,3,2,12308,Action-Packed,Mid-range Hotels,Heritage|Shopping,Jaipur
Bangalore,2025-03-09,8,2,43864,Relaxed,Mid-range Hotels,Relaxation,Ooty
Kolkata,2025-12-14,2,1,5959,Action-Packed,Budget,Relaxation|Spiritual,Andaman & Nicobar Islands
Mumbai,2024-11-27,5,5,29761,Balanced,Luxury Hotels,Adventure|Culture,Singapore
Delhi,2025-06-22,4,3,18366,Balanced,Mid-range Hotels,Shopping,Da Nang
Kochi,2026-02-11,2,2,10598,Action-Packed,Private Apartments,Wildlife,Dubai
Jaipur,2025-11-10,8,1,15037,Relaxed,Budget,Adventure|Spiritual,Rishikesh
Jaipur,2025-03-24,8,2,38418,Balanced,Luxury Hotels,Beach,Andaman & Nicobar Islands
Kolkata,2024-02-07,9,2,46932,Balanced,Private Apartments,Nightlife,Varanasi
Kolkata,2026-09-10,2,3,4944,Action-Packed,Private Apartments,Culture,Jaipur
Chennai,2025-01-17,5,2,33233,Action-Packed,Private Apartments,Adventure,Ladakh
Mumbai,2025-11-25,6,3,24523,Balanced,Mid-range Hotels,Adventure,Phuket
Chennai,2024-01-03,8,4,36554,Balanced,Luxury Hotels,Nature,Langkawi
Jaipur,2025-08-16,6,3,19715,Relaxed,Mid-range Hotels,Nature,Manali
Jaipur,2024-06-24,7,4,31208,Balanced,Mid-range Hotels,Wildlife,Ooty
Ahmedabad,2026-11-11,5,4,18873,Action-Packed,Mid-range Hotels,Wildlife,Maldives
Chennai,2026-09-24,4,4,23220,Balanced,Mid-range Hotels,Wildlife|Beach,Singapore
Hyderabad,2026-05-28,10,2,51713,Balanced,Luxury Hotels,Nature|Food,Singapore
Mumbai,2026-02-22,2,3,5276,Balanced,Private Apartments,Beach|Food,Goa
Kochi,2025-06-06,4,5,23725,Balanced,Mid-range Hotels,Adventure,Phuket
Mumbai,2026-10-04,4,1,21859,Balanced,Mid-range Hotels,Shopping|Food,Langkawi
Hyderabad,2026-11-11,3,3,14286,Action-Packed,Mid-range Hotels,Trekking,Ladakh
Kolkata,2025-04-27,6,2,11066,Relaxed,Budget,Yoga,Rishikesh
Bangalore,2026-02-04,3,2,11909,Action-Packed,Private Apartments,Culture,Da Nang
Chennai,2026-12-28,3,2,11449,Action-Packed,Mid-range Hotels,Culture,Jaipur
Chennai,2024-04-24,5,4,18883,Balanced,Private Apartments,Nature|Nightlife,Varanasi
Kolkata,2025-07-05,8,3,41184,Balanced,Luxury Hotels,Shopping,Varanasi
Ahmedabad,2025-05-17,5,6,29968,Balanced,Luxury Hotels,Nature,Coorg
Chennai,2025-11-24,6,6,34951,Relaxed,Mid-range Hotels,Shopping|Beach,Singapore
Kochi,2026-10-19,6,4,17430,Action-Packed,Mid-range Hotels,Shopping,Jaipur
Jaipur,2026-06-14,5,2,23109,Relaxed,Mid-range Hotels,Culture,Pokhara
Pune,2024-06-25,7,2,22539,Relaxed,Private Apartments,Trekking|Nature,Manali
Ahmedabad,2024-03-25,3,3,6895,Action-Packed,Private Apartments,Culture,Jaipur
Delhi,2024-12-16,3,4,33967,Balanced,Private Apartments,Beach,Bali
Delhi,2025-02-13,6,2,28091,Balanced,Luxury Hotels,Wildlife,Langkawi
Pune,2024-05-06,7,3,34125,Balanced,Mid-range Hotels,Beach,Pokhara
Jaipur,2026-12-04,3,4,18357,Action-Packed,Mid-range Hotels,Beach,Varanasi
Chennai,2026-04-04,2,6,4592,Action-Packed,Budget,Beach,Goa
Mumbai,2024-05-18,6,2,28615,Relaxed,Private Apartments,Culture,Coorg
Chennai,2025-01-29,7,4,35775,Balanced,Mid-range Hotels,Spiritual|Adventure,Phuket
Hyderabad,2025-03-27,5,3,16689,Relaxed,Private Apartments,Adventure,Manali
Jaipur,2024-01-03,8,2,19607,Balanced,Private Apartments,Nature|Relaxation,Shimla
Chennai,2024-02-03,7,2,16630,Balanced,Mid-range Hotels,Yoga,Rishikesh
Ahmedabad,2026-05-08,8,2,38645,Relaxed,Mid-range Hotels,Nature,Phuket
Jaipur,2026-02-05,4,2,15524,Relaxed,Mid-range Hotels,Beach,Andaman & Nicobar Islands
Kolkata,2024-08-29,7,2,38582,Action-Packed,Mid-range Hotels,Nightlife,Dubai
Kochi,2026-06-29,9,2,18256,Relaxed,Mid-range Hotels,Yoga,Rishikesh
Hyderabad,2025-07-16,3,3,10772,Action-Packed,Private Apartments,Nightlife,Varanasi
Kolkata,2025-09-04,9,2,49737,Relaxed,Mid-range Hotels,Beach,Dubai
Bangalore,2025-11-21,4,3,14465,Balanced,Private Apartments,Heritage|Shopping,Jaipur
Kolkata,2026-03-10,7,2,11711,Action-Packed,Private Apartments,Spiritual,Rishikesh
Bangalore,2026-03-14,4,3,21326,Balanced,Mid-range Hotels,Food,Maldives
Ahmedabad,2026-02-12,8,2,42234,Balanced,Mid-range Hotels,Nightlife,Colombo
Delhi,2024-11-13,4,2,9195,Balanced,Mid-range Hotels,Yoga,Rishikesh
Pune,2024-04-24,8,1,37523,Balanced,Luxury Hotels,Adventure,Istanbul
Bangalore,2026-12-03,10,2,43075,Balanced,Luxury Hotels,Wildlife,Dubai
Mumbai,2026-09-07,4,2,12325,Action-Packed,Budget,Food|Beach,Goa
Kochi,2026-12-09,4,2,8404,Balanced,Mid-range Hotels,Spiritual,Rishikesh
Ahmedabad,2024-12-02,9,2,44475,Relaxed,Mid-range Hotels,Adventure|Nature,Ladakh
Pune,2026-05-01,6,2,29924,Balanced,Mid-range Hotels,Nightlife|Beach,Andaman & Nicobar Islands
Pune,2026-09-12,7,2,37973,Balanced,Mid-range Hotels,Beach|Nightlife,Andaman & Nicobar Islands
Ahmedabad,2025-10-08,7,1,35966,Action-Packed,Private Apartments,Nightlife|Relaxation,Dubai
Chennai,2026-07-03,6,1,14017,Action-Packed,Mid-range Hotels,Relaxation,Shimla
Hyderabad,2025-10-03,8,2,40796,Balanced,Private Apartments,Relaxation,Dubai
Jaipur,2025-06-20,4,4,12595,Balanced,Private Apartments,Trekking,Manali
Chennai,2025-09-27,2,3,10927,Action-Packed,Mid-range Hotels,Beach,Maldives
Kolkata,2024-06-08,9,3,51362,Balanced,Luxury Hotels,Wildlife|Adventure,Maldives
Kolkata,2026-08-17,7,2,43077,Balanced,Mid-range Hotels,Wildlife|Spiritual,Dubai
Bangalore,2024-09-19,10,2,45267,Relaxed,Mid-range Hotels,Nature|Beach,Maldives
Hyderabad,2026-09-09,7,2,37101,Balanced,Mid-range Hotels,Adventure,Coorg
Hyderabad,2025-10-10,7,1,30561,Action-Packed,Luxury Hotels,Spiritual,Maldives
Kochi,2025-11-22,2,4,13650,Action-Packed,Mid-range Hotels,Nightlife|Shopping,Ooty
Hyderabad,2026-04-07,7,4,63733,Balanced,Mid-range Hotels,Culture|Beach,Bali
Bangalore,2024-10-24,3,2,9433,Action-Packed,Mid-range Hotels,Culture|Shopping,Jaipur
Chennai,2024-01-16,6,3,27023,Balanced,Luxury Hotels,Wildlife,Langkawi
Ahmedabad,2025-04-28,7,2,32199,Balanced,Luxury Hotels,Beach|Wildlife,Maldives
Mumbai,2025-11-30,10,4,51726,Relaxed,Luxury Hotels,Nightlife,Colombo
Ahmedabad,2025-05-21,6,4,21180,Balanced,Mid-range Hotels,Nightlife,Istanbul
Jaipur,2024-08-14,3,3,17914,Action-Packed,Private Apartments,Culture,Pokhara
Delhi,2024-10-28,6,1,32288,Action-Packed,Mid-range Hotels,Relaxation,Dubai
Bangalore,2026-08-05,4,3,24108,Balanced,Private Apartments,Relaxation,Singapore
Delhi,2024-10-25,7,2,34462,Balanced,Mid-range Hotels,Nightlife,Dubai
Bangalore,2024-12-12,3,2,19853,Action-Packed,Private Apartments,Culture,Istanbul
Kochi,2026-01-22,6,2,19760,Balanced,Private Apartments,Nature,Manali
Ahmedabad,2024-05-10,3,2,8120,Balanced,Mid-range Hotels,Culture,Jaipur
Kochi,2024-08-21,9,2,37985,Relaxed,Luxury Hotels,Nature,Ladakh
Ahmedabad,2025-10-24,6,1,34127,Relaxed,Mid-range Hotels,Shopping,Pokhara
Kolkata,2024-08-25,2,2,6195,Action-Packed,Budget,Relaxation,Colombo
Kolkata,2024-06-26,3,2,12743,Balanced,Mid-range Hotels,Wildlife,Ooty
Kochi,2025-03-20,4,1,7559,Balanced,Budget,Food,Goa
Chennai,2024-07-21,5,5,28518,Balanced,Mid-range Hotels,Food|Wildlife,Phuket
Kochi,2026-05-09,5,5,16477,Balanced,Private Apartments,Heritage,Jaipur
Kolkata,2026-06-09,6,2,12184,Balanced,Private Apartments,Spiritual,Rishikesh
Chennai,2024-09-17,4,2,18134,Balanced,Private Apartments,Adventure,Ladakh
Kolkata,2025-10-22,3,4,8134,Balanced,Budget,Culture|Heritage,Jaipur
Mumbai,2024-01-03,9,6,42802,Relaxed,Private Apartments,Relaxation|Nature,Coorg
Jaipur,2026-06-09,9,2,39744,Balanced,Luxury Hotels,Nature|Spiritual,Singapore
Mumbai,2026-10-06,7,2,12828,Action-Packed,Mid-range Hotels,Spiritual|Yoga,Rishikesh
Ahmedabad,2026-07-04,6,2,21780,Balanced,Private Apartments,Food,Colombo
Pune,2026-10-23,3,2,16081,Action-Packed,Private Apartments,Nightlife,Langkawi
